AOP ID,Title,OECD Status,License,Handbook Version,Completion %,Raw Score,Max Score,Events,KERs,Stressors,Empty Free Text Fields,Empty Structured Fields
264,Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death,Under Development,BY-SA,2.0,58.82,10,17,4,3,0,"ke_essentiality, woe_evidence, quantitative_considerations, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
319,Binding to ACE2 leading to lung fibrosis,Under Development,BY-SA,2.0,58.82,10,17,9,7,5,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",sex_applicability
325,Excessive reactive oxygen species leading to growth inhibition via uncoupling of oxidative phosphorylation and reduced cell growth,,BY-SA,2.0,58.82,10,17,6,5,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
326,Excessive reactive oxygen species leading to growth inhibition via uncoupling of oxidative phosphorylation and reduced cell proliferation,,BY-SA,2.0,58.82,10,17,6,5,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
396,Deposition of ionizing energy leads to population decline via impaired meiosis,,All rights reserved,2.0,58.82,10,17,13,24,2,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
431,Increased tumor necrosis factor (TNF) leading to increased risk of gestational diabetes mellitus (GDM),,BY-SA,2.0,58.82,10,17,5,4,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
473,Energy deposition from internalized Ra-226 decay lower oxygen binding capacity of hemocyanin,,BY-SA,2.5,57.89,11,19,9,8,0,"background, overall_assessment_description, woe_evidence, quantitative_considerations, potential_applications","stressors, sex_applicability, taxonomy_applicability"
496,Androgen receptor agonism leading to reproduction dysfunction （in zebrafish）,,BY-SA,2.6,57.89,11,19,10,10,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
32,"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",,BY-SA,1.0,52.94,9,17,6,5,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
105,Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),,BY-SA,1.0,52.94,9,17,6,5,0,"background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
130,Phospholipase A2 (LPLA2) inhibitors leading to hepatotoxicity,Under Development,BY-SA,1.0,52.94,9,17,11,25,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",stressors
134,Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,,BY-SA,1.0,52.94,9,17,9,9,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
165,Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse,,BY-SA,1.0,52.94,9,17,10,10,3,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",life_stage_applicability
168,GnRH pulse disruption leading to mammary adenomas and carcinomas in the SD rat.,,BY-SA,1.0,52.94,9,17,9,10,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",life_stage_applicability
169,GnRH pulse disruption leading to pituitary adenomas and carcinomas in the SD rat.,,BY-SA,1.0,52.94,9,17,7,7,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",life_stage_applicability
170,Anti-dopaminergic activity leading to mammary adenomas and carcinomas in the SD rat,,BY-SA,1.0,52.94,9,17,5,5,2,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",life_stage_applicability
177,Cyclooxygenase 1 (COX1) inhibition leading to renal failure and mortality,,BY-SA,1.0,52.94,9,17,11,11,11,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Under Development,BY-SA,1.0,52.94,9,17,11,7,7,"abstract, authors, background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
188,Iodotyrosine deiodinase (IYD) inhibition leading to altered amphibian metamorphosis,,BY-SA,1.0,52.94,9,17,5,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
189,Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis,,BY-SA,1.0,52.94,9,17,4,2,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
190,Type II iodothyronine deiodinase (DIO2) inhibition leading to altered amphibian metamorphosis,,BY-SA,1.0,52.94,9,17,6,6,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
191,Type III iodotyrosine deiodinase (DIO3) inhibition leading to altered amphibian metamorphosis,,BY-SA,1.0,52.94,9,17,4,3,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
209,Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP ,,All rights reserved,1.0,52.94,9,17,8,8,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",taxonomy_applicability
216,Deposition of energy leading to population decline via DNA strand breaks and follicular atresia,,BY-SA,1.0,52.94,9,17,6,5,2,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
238,Deposition of energy leading to population decline via DNA strand breaks and oocyte apoptosis,,BY-SA,1.0,52.94,9,17,6,5,2,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
260,CYP2E1 activation and formation of protein adducts leading to neurodegeneration,,BY-SA,2.0,52.94,9,17,7,8,11,"authors, background, overall_assessment_description, overall_assessment_applicability, woe_evidence, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
265,Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium,Under Development,BY-SA,2.0,52.94,9,17,4,3,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, taxonomy_applicability"
290,Mitochondrial ATP synthase antagonism leading to growth inhibition (1),,BY-SA,2.0,52.94,9,17,4,3,8,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
291,Mitochondrial ATP synthase antagonism leading to growth inhibition (2),,BY-SA,2.0,52.94,9,17,4,3,8,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
310,"Embryonic Activation of the AHR leading to Reproductive failure, via epigenetic down-regulation of GnRHR",,BY-SA,2.0,52.94,9,17,12,12,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
311,Deposition of energy leading to population decline via DNA oxidation and oocyte apoptosis,,BY-SA,2.0,52.94,9,17,7,6,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
321,Reduced environmental pH leading to thinner shells in Mytilus edulis,,BY-SA,2.0,52.94,9,17,0,0,0,"overall_assessment_description, quantitative_considerations, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
327,Excessive reactive oxygen species production leading to mortality (1),,BY-SA,2.0,52.94,9,17,5,4,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
328,Excessive reactive oxygen species production leading to mortality (2),,BY-SA,2.0,52.94,9,17,5,4,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
329,Excessive reactive oxygen species production leading to mortality (3),,BY-SA,2.0,52.94,9,17,5,4,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
330,Excessive reactive oxygen species production leading to mortality (4),,BY-SA,2.0,52.94,9,17,5,4,2,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
331,Excessive reactive oxygen species leading to growth inhibition via lipid peroxidation and cell death,,BY-SA,2.0,52.94,9,17,7,6,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
335,AOP for urothelial carcinogenesis due to chemical cytotoxicity by mitochondrial impairment ,,BY-SA,2.0,52.94,9,17,5,4,3,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",life_stage_applicability
336,DNA methyltransferase inhibition leading to population decline (1),,BY-SA,2.0,52.94,9,17,7,6,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
337,DNA methyltransferase inhibition leading to population decline (2),,BY-SA,2.0,52.94,9,17,8,7,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
341,DNA methyltransferase inhibition leading to transgenerational effects (2),,BY-SA,2.0,52.94,9,17,9,8,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
362,Immune mediated hepatitis,,BY-SA,2.0,52.94,9,17,8,9,0,"background, overall_assessment_description, overall_assessment_applicability, woe_evidence, quantitative_considerations, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
392,Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation,Under Development,BY-SA,2.0,52.94,9,17,5,7,5,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
397,Bulky DNA adducts leading to mutations,Under Development,BY-SA,2.0,52.94,9,17,3,3,3,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",taxonomy_applicability
451,Interaction with lung resident cell membrane components leads to lung cancer,,BY-SA,2.0,52.94,9,17,9,11,6,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
540,Oxidative Stress in the Fish Ovary Leads to Reproductive Impairment via Reduced Vitellogenin Production,,All rights reserved,2.7,52.63,10,19,9,8,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","stressors, life_stage_applicability, taxonomy_applicability"
561,Aromatase induction leading to estrogen receptor alpha activation via increased estradiol,,All rights reserved,2.7,52.63,10,19,5,5,14,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
580,Mineralocorticoid Receptor Activation Leading to Increased Body Mass Index,,All rights reserved,2.7,52.63,10,19,8,10,0,"overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
485,Thyroid hormone antagonism leading to impaired oligodendrocyte maturation during development and subsequent decreased cognition,,BY-SA,2.5,47.37,9,19,7,0,2,"abstract, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, sex_applicability"
486,Binding to the extracellular protein laminin leading to decreased cognitive function,,BY-SA,2.5,47.37,9,19,7,0,2,"abstract, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, sex_applicability"
493,ERa inactivation alters AT expansion and functions and leads to insulin resistance and metabolically unhealthy obesity,,All rights reserved,2.5,47.37,9,19,10,12,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, life_stage_applicability"
498,Increased LCN2/iron complex leading to neurological disorders,,Open for adoption,2.6,47.37,9,19,4,3,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability"
537,Estrogen receptor agonism leads to reduced fecundity via increased vitellogenin in the liver,,BY-SA,2.7,47.37,9,19,5,4,0,"background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
569,Decreased DNA methylation of FAM50B/PTCHD3 leading to IQ loss of children via PI3K-Akt pathway,,All rights reserved,2.7,47.37,9,19,6,6,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
590,Increase of intracellular copper leading to cuproptosis via interference with energy metabolism ,,BY-SA,2.7,47.37,9,19,8,12,3,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",life_stage_applicability
1,Uncharacterized liver damage leading to hepatocellular carcinoma,,BY-SA,1.0,47.06,8,17,4,3,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
31,Oxidation of iron in hemoglobin leading to hematotoxicity,Under Development,Open for adoption,1.0,47.06,8,17,10,12,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
51,PPARα activation leading to impaired fertility in adult male rodents ,Under Development,BY-SA,1.0,47.06,8,17,8,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
63,Cyclooxygenase inhibition leading to reproductive dysfunction,,BY-SA,1.0,47.06,8,17,5,4,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
65,XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,,BY-SA,1.0,47.06,8,17,7,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
96,Axonal sodium channel modulation leading to acute mortality,,BY-SA,1.0,47.06,8,17,6,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability"
100,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of female spawning behavior,,BY-SA,1.0,47.06,8,17,7,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
101,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of pheromone release,,BY-SA,1.0,47.06,8,17,7,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,,BY-SA,1.0,47.06,8,17,10,9,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
103,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with spindle assembly checkpoint,,BY-SA,1.0,47.06,8,17,10,9,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
108,Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat),,BY-SA,1.0,47.06,8,17,6,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
109,Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse),,BY-SA,1.0,47.06,8,17,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
110,Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse),,BY-SA,1.0,47.06,8,17,7,6,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
111,Decrease in androgen receptor activity leading to Leydig cell tumors (in rat),,BY-SA,1.0,47.06,8,17,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
112,Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat),,BY-SA,1.0,47.06,8,17,6,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
114,HPPD inhibition leading to corneal papillomas and carcinomas (in rat),,BY-SA,1.0,47.06,8,17,6,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
115,Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat),,BY-SA,1.0,47.06,8,17,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
116,Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat) ,,BY-SA,1.0,47.06,8,17,4,3,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
117,Androgen receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat),Under Development,Open for adoption,1.0,47.06,8,17,4,3,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
118,Chronic cytotoxicity leading to hepatocellular adenomas and carcinomas (in mouse and rat),,BY-SA,1.0,47.06,8,17,4,3,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
119,Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse),,BY-SA,1.0,47.06,8,17,7,6,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
120,Inhibition of 5α-reductase leading to Leydig cell tumors (in rat),,BY-SA,1.0,47.06,8,17,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
121,Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat),,BY-SA,1.0,47.06,8,17,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
122,Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation,,BY-SA,1.0,47.06,8,17,10,9,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
123,Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription,,BY-SA,1.0,47.06,8,17,11,10,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
138,Organic anion transporter (OAT1) inhibition leading to renal failure and mortality,,BY-SA,1.0,47.06,8,17,9,9,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
139,Alkylation of DNA leading to cancer 1,,Open for adoption,1.0,47.06,8,17,4,5,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
151,AhR activation leading to preeclampsia,Under Development,All rights reserved,1.0,47.06,8,17,7,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
162,Enhanced hepatic clearance of thyroid hormones leading to thyroid follicular cell adenomas and carcinomas in the rat and mouse,,BY-SA,1.0,47.06,8,17,7,6,3,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
163,"PPARgamma activation leading to sarcomas in rats, mice, and hamsters",,BY-SA,1.0,47.06,8,17,8,8,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
164,Beta-2 adrenergic agonist activity leading to mesovarian leiomyomas in the rat and mouse,,BY-SA,1.0,47.06,8,17,6,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
166,PPARalpha activation leading to pancreatic acinar tumors in the rat and mouse,,BY-SA,1.0,47.06,8,17,7,7,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
192,Pendrin inhibition leading to altered amphibian metamorphosis,,BY-SA,1.0,47.06,8,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
193,Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis,,BY-SA,1.0,47.06,8,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
194,Hepatic nuclear receptor activation leading to altered amphibian metamorphosis,,BY-SA,1.0,47.06,8,17,6,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
286,Mitochondrial complex III antagonism leading to growth inhibition (1),,BY-SA,2.0,47.06,8,17,4,3,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",sex_applicability
302,Lung surfactant function inhibition leading to decreased lung function,Under Development,BY-SA,2.0,47.06,8,17,5,9,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
449,Ceramide synthase inhibition leading to neural tube defects ,,BY-SA,2.0,47.06,8,17,7,7,1,"background, overall_assessment_description, overall_assessment_applicability, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
465,Alcohol dehydrogenase leading to reproductive dysfunction,,BY-SA,2.5,42.11,8,19,8,8,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
466,Doda decarboxylase leading to mortality,,BY-SA,2.5,42.11,8,19,9,9,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
467,Knickkopf leading to mortality,,BY-SA,2.5,42.11,8,19,9,9,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
468,Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death),,BY-SA,2.5,42.11,8,19,8,8,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
481,AOPs of amorphous silica nanoparticles: ROS-mediated oxidative stress increased respiratory dysfunction and diseases.,,BY-SA,2.5,42.11,8,19,12,2,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","sex_applicability, taxonomy_applicability"
487,Unknown MIE altering cholesterol metabolism leading to decreased cognition,,BY-SA,2.5,42.11,8,19,6,0,2,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, sex_applicability"
488,Increased reactive oxygen species production leading to decreased cognitive function,,BY-SA,2.5,42.11,8,19,7,0,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, sex_applicability"
489,Inhibition of voltage-gated sodium channels leading to decreased cognition,,BY-SA,2.5,42.11,8,19,6,0,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, sex_applicability"
506,Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation,,All rights reserved,2.6,42.11,8,19,6,5,1,"abstract, authors, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","sex_applicability, life_stage_applicability, taxonomy_applicability"
